,Wh
2025-12-11,5.5672101974487305
2025-12-12,5.5672101974487305
2025-12-13,5.5672101974487305
2025-12-14,5.5672101974487305
2025-12-15,5.5672101974487305
2025-12-16,5.5672101974487305
2025-12-17,5.5672101974487305
2025-12-18,5.5672101974487305
2025-12-19,5.5672101974487305
2025-12-20,5.5672101974487305
2025-12-21,5.5672101974487305
2025-12-22,5.5672101974487305
2025-12-23,5.5672101974487305
2025-12-24,5.5672101974487305
2025-12-25,5.5672101974487305
2025-12-26,5.5672101974487305
2025-12-27,5.5672101974487305
2025-12-28,5.5672101974487305
2025-12-29,5.5672101974487305
2025-12-30,5.5672101974487305
2025-12-31,5.5672101974487305
2026-01-01,6.344659805297852
2026-01-02,6.344659805297852
2026-01-03,6.344659805297852
2026-01-04,6.344659805297852
2026-01-05,6.344659805297852
2026-01-06,6.344659805297852
2026-01-07,6.344659805297852
2026-01-08,6.344659805297852
2026-01-09,6.344659805297852
2026-01-10,6.344659805297852
2026-01-11,6.344659805297852
2026-01-12,6.177299976348877
2026-01-13,6.177299976348877
2026-01-14,6.177299976348877
2026-01-15,6.344659805297852
2026-01-16,6.344659805297852
2026-01-17,6.344659805297852
2026-01-18,6.344659805297852
2026-01-19,6.177299976348877
2026-01-20,6.177299976348877
2026-01-21,6.177299976348877
2026-01-22,6.177299976348877
2026-01-23,6.177299976348877
2026-01-24,6.177299976348877
2026-01-25,6.177299976348877
2026-01-26,6.177299976348877
2026-01-27,6.177299976348877
2026-01-28,6.177299976348877
2026-01-29,6.177299976348877
2026-01-30,6.177299976348877
2026-01-31,6.177299976348877
2026-02-01,6.177299976348877
2026-02-02,6.093560218811035
2026-02-03,6.093560218811035
2026-02-04,6.177299976348877
2026-02-05,6.177299976348877
2026-02-06,6.177299976348877
2026-02-07,6.177299976348877
2026-02-08,6.177299976348877
2026-02-09,6.093560218811035
2026-02-10,6.093560218811035
2026-02-11,6.093560218811035
2026-02-12,6.093560218811035
2026-02-13,6.093560218811035
2026-02-14,6.093560218811035
2026-02-15,6.093560218811035
2026-02-16,6.093560218811035
2026-02-17,6.093560218811035
2026-02-18,6.093560218811035
2026-02-19,6.093560218811035
2026-02-20,6.093560218811035
2026-02-21,6.093560218811035
2026-02-22,6.093560218811035
2026-02-23,5.949190139770508
2026-02-24,5.949190139770508
2026-02-25,5.949190139770508
2026-02-26,5.949190139770508
2026-02-27,6.093560218811035
2026-02-28,6.093560218811035
2026-03-01,6.093560218811035
2026-03-02,5.949190139770508
2026-03-03,5.949190139770508
2026-03-04,5.949190139770508
2026-03-05,5.949190139770508
2026-03-06,5.949190139770508
2026-03-07,5.949190139770508
2026-03-08,5.949190139770508
2026-03-09,5.949190139770508
2026-03-10,5.949190139770508
